AnthropogenicHUC_PUptake_year,AnthropogenicHUC_PUptake_day,HUC_8,AREA_ACRES,PFOR_year,PWETL_year,PAGC_year,PAGP_year,PDEV_year,PFOR_day,PWETL_day,PAGC_day,PAGP_day,PDEV_day
7218.781747872637 kilogram,19.77748424074695 kilogram,13060002,576935.549875 acre,300764.0865782004 kilogram,810.8908442752146 kilogram,6068.333479700058 kilogram,339.5574238973654 kilogram,0.0 kilogram,824.0111961046587 kilogram,2.2216187514389443 kilogram,16.625571177260433 kilogram,0.9302943120475765 kilogram,0.0 kilogram
10621358.442961138 kilogram,29099.61217249627 kilogram,10160001,1134455.14742 acre,29148.605903446944 kilogram,179045.20467507714 kilogram,9542894.319019329 kilogram,899418.919266733 kilogram,0.0 kilogram,79.85919425601902 kilogram,490.53480732897845 kilogram,26144.91594251871 kilogram,2464.1614226485835 kilogram,0.0 kilogram
5962276.052787537 kilogram,16335.002884349416 kilogram,12110107,692566.643181 acre,1595627.1202454371 kilogram,20411.34547899623 kilogram,5910593.319252303 kilogram,31271.38805623716 kilogram,0.0 kilogram,4371.581151357362 kilogram,55.92149446300337 kilogram,16193.406354115898 kilogram,85.67503577051276 kilogram,0.0 kilogram
12517023.750476344 kilogram,34293.21575472971 kilogram,03020204,728366.03732 acre,999859.6648433637 kilogram,907049.1842124378 kilogram,11600753.356155735 kilogram,9221.210108170562 kilogram,0.0 kilogram,2739.341547516065 kilogram,2485.066258116268 kilogram,31782.885907275984 kilogram,25.263589337453595 kilogram,0.0 kilogram
1444180.7962632468 kilogram,3956.659715789717 kilogram,10290111,694449.528047 acre,3620977.7225361704 kilogram,11807.414901839053 kilogram,380058.66247002414 kilogram,1052314.7188913836 kilogram,0.0 kilogram,9920.486911058 kilogram,32.34908192284672 kilogram,1041.2566095069155 kilogram,2883.0540243599553 kilogram,0.0 kilogram
2574196.269114963 kilogram,7052.592518123186 kilogram,05140205,605574.938942 acre,2761907.818505112 kilogram,83886.71943580298 kilogram,2259057.426544491 kilogram,231252.1231346686 kilogram,0.0 kilogram,7566.870735630444 kilogram,229.82662859124105 kilogram,6189.198428889017 kilogram,633.5674606429277 kilogram,0.0 kilogram
61537438.42994196 kilogram,168595.72172586838 kilogram,08020302,1293194.8466 acre,960723.755207043 kilogram,475912.3137344979 kilogram,60904645.66796122 kilogram,156880.44824624696 kilogram,0.0 kilogram,2632.11987727957 kilogram,1303.8693526972545 kilogram,166862.04292592115 kilogram,429.80944724999165 kilogram,0.0 kilogram
37071.37331068578 kilogram,101.56540633064598 kilogram,15030203,923030.065114 acre,782453.5366417483 kilogram,5300.651362741204 kilogram,9724.6770053825 kilogram,22046.044942562075 kilogram,0.0 kilogram,2143.7083195664336 kilogram,14.522332500660834 kilogram,26.64295069967808 kilogram,60.40012313030706 kilogram,0.0 kilogram
858994.7711047224 kilogram,2353.41033179376 kilogram,10090208,1298563.44022 acre,464866.963849558 kilogram,48027.60321769308 kilogram,680365.9890961441 kilogram,130601.17879088527 kilogram,0.0 kilogram,1273.6081201357752 kilogram,131.58247456902214 kilogram,1864.0164084825865 kilogram,357.8114487421514 kilogram,0.0 kilogram
67401.9464023409 kilogram,184.66286685572848 kilogram,15010005,1775597.44725 acre,1210502.296418521 kilogram,55718.97812738361 kilogram,9149.821936552911 kilogram,2533.14633840437 kilogram,0.0 kilogram,3316.444647721976 kilogram,152.65473459557154 kilogram,25.068005305624414 kilogram,6.940126954532521 kilogram,0.0 kilogram
3415496.4720510007 kilogram,9357.524580961646 kilogram,10100001,3074480.76719 acre,1850908.4367632987 kilogram,154742.5069956358 kilogram,3030911.334693546 kilogram,229842.63036181932 kilogram,0.0 kilogram,5070.982018529586 kilogram,423.95207396064603 kilogram,8303.866670393276 kilogram,629.7058366077241 kilogram,0.0 kilogram
2565410.6971052163 kilogram,7028.522457822511 kilogram,12100203,874221.557289 acre,1995973.2269611617 kilogram,50502.60001716282 kilogram,1980695.5526299444 kilogram,534212.5444581091 kilogram,0.0 kilogram,5468.419799893593 kilogram,138.3632877182543 kilogram,5426.5631578902585 kilogram,1463.5960122139975 kilogram,0.0 kilogram
0.0 kilogram,0.0 kilogram,10010001,117706.656713 acre,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram
993411.2718638026 kilogram,2721.6747174350753 kilogram,15040006,1434944.59808 acre,775855.0558445397 kilogram,7496.607633222436 kilogram,959709.7581873571 kilogram,26204.906043222938 kilogram,0.0 kilogram,2125.6302899850402 kilogram,20.538651049924482 kilogram,2629.341803253033 kilogram,71.79426313211763 kilogram,0.0 kilogram
19698.42079910253 kilogram,53.968276161924734 kilogram,18010107,1349561.99477 acre,8582376.56970447 kilogram,19106.014176532557 kilogram,185.39224363017087 kilogram,407.0143789398019 kilogram,0.0 kilogram,23513.36046494375 kilogram,52.34524431926728 kilogram,0.5079239551511531 kilogram,1.1151078875063065 kilogram,0.0 kilogram
0.0 kilogram,0.0 kilogram,02010004,329803.250507 acre,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram
3926165.244594405 kilogram,10756.617108477822 kilogram,17030002,713577.198684 acre,4173008.3592903805 kilogram,32321.85566000159 kilogram,3886064.040469175 kilogram,7779.3484652281995 kilogram,0.0 kilogram,11432.899614494194 kilogram,88.55302920548381 kilogram,10646.75079580596 kilogram,21.31328346637863 kilogram,0.0 kilogram
562958.1983543818 kilogram,1542.3512283681694 kilogram,08010206,44244.9691683 acre,21489.07728068506 kilogram,12803.646485962021 kilogram,547586.0733537321 kilogram,2568.478514687706 kilogram,0.0 kilogram,58.87418433064399 kilogram,35.07848352318362 kilogram,1500.2358174074852 kilogram,7.036927437500565 kilogram,0.0 kilogram
2388327.8904522415 kilogram,6543.364083430799 kilogram,11120105,1026521.37894 acre,206312.0052868023 kilogram,7446.279504059123 kilogram,2377847.3728482057 kilogram,3034.2380999765987 kilogram,0.0 kilogram,565.2383706487734 kilogram,20.400765764545543 kilogram,6514.650336570427 kilogram,8.312981095826299 kilogram,0.0 kilogram
1362007.9285141192 kilogram,3731.5285712715595 kilogram,14010005,1999129.82677 acre,8887929.135332089 kilogram,80081.41851222601 kilogram,764783.0740162823 kilogram,517143.435985611 kilogram,0.0 kilogram,24350.49078173175 kilogram,219.4011466088384 kilogram,2095.296093195294 kilogram,1416.8313314674274 kilogram,0.0 kilogram
51946.45723595633 kilogram,142.3190609204283 kilogram,14010002,437335.306438 acre,2042908.68243582 kilogram,34581.35073628691 kilogram,132.77616155637634 kilogram,17232.330338113043 kilogram,0.0 kilogram,5597.0100888652605 kilogram,94.74342667475867 kilogram,0.3637703056339078 kilogram,47.211863940035734 kilogram,0.0 kilogram
1056304.5478088306 kilogram,2893.985062489947 kilogram,05010008,326087.986069 acre,1915199.3690167628 kilogram,182.33973115339683 kilogram,828730.1112697413 kilogram,227392.0968079359 kilogram,0.0 kilogram,5247.121558950035 kilogram,0.49956090726958036 kilogram,2270.493455533538 kilogram,622.9920460491394 kilogram,0.0 kilogram
4582.008615359436 kilogram,12.553448261258728 kilogram,17060303,755838.015575 acre,5812481.292035513 kilogram,3743.367541453169 kilogram,316.7555910950189 kilogram,521.8854828112478 kilogram,0.0 kilogram,15924.606279549349 kilogram,10.25580148343334 kilogram,0.8678235372466271 kilogram,1.4298232405787612 kilogram,0.0 kilogram
3178371.672399506 kilogram,8707.867595615086 kilogram,05040004,1004167.19641 acre,5314689.355118957 kilogram,3979.157573336844 kilogram,2243809.6809793627 kilogram,930582.8338468064 kilogram,0.0 kilogram,14560.792753750567 kilogram,10.901801570785874 kilogram,6147.4237835051035 kilogram,2549.542010539196 kilogram,0.0 kilogram
192273.5973405539 kilogram,526.7769790152162 kilogram,01010002,786602.652907 acre,5781015.881368811 kilogram,168617.18876731323 kilogram,23575.935158255586 kilogram,80.47341498507922 kilogram,0.0 kilogram,15838.399674983044 kilogram,461.96490073236504 kilogram,64.59160317330297 kilogram,0.22047510954816224 kilogram,0.0 kilogram
2629505.3075301573 kilogram,7204.124130219609 kilogram,12050007,1385203.67809 acre,85517.77527785381 kilogram,6101.010810617143 kilogram,2623247.242057632 kilogram,157.0546619078371 kilogram,0.0 kilogram,234.29527473384607 kilogram,16.715098111279843 kilogram,7186.978745363376 kilogram,0.43028674495297836 kilogram,0.0 kilogram
4637925.305749665 kilogram,12706.644673286753 kilogram,03040105,909679.048917 acre,3264364.3475396098 kilogram,20684.88517640628 kilogram,3835227.3133527325 kilogram,782013.1072205267 kilogram,0.0 kilogram,8943.463965861945 kilogram,56.67091829152405 kilogram,10507.472091377349 kilogram,2142.501663617881 kilogram,0.0 kilogram
81052.0216606053 kilogram,222.06033331672685 kilogram,17020004,630779.089435 acre,3801922.8432169813 kilogram,11843.288304489184 kilogram,65883.02363409766 kilogram,3325.7097220184683 kilogram,0.0 kilogram,10416.226967717757 kilogram,32.44736521777859 kilogram,180.50143461396618 kilogram,9.111533484982106 kilogram,0.0 kilogram
3998515.441898686 kilogram,10954.836827119687 kilogram,12070205,869048.570322 acre,1281620.444233504 kilogram,65981.7179419806 kilogram,3650810.1482698447 kilogram,281723.57568686054 kilogram,0.0 kilogram,3511.2888883109695 kilogram,180.77182997802905 kilogram,10002.219584300945 kilogram,771.8454128407138 kilogram,0.0 kilogram
27132248.672006913 kilogram,74334.9278685121 kilogram,04060105,2211990.34005 acre,8960152.284018349 kilogram,983756.7323940673 kilogram,25414358.952091224 kilogram,734132.9875216224 kilogram,0.0 kilogram,24548.36242196808 kilogram,2695.223924367308 kilogram,69628.3806906609 kilogram,2011.3232534838971 kilogram,0.0 kilogram
29225477.85172038 kilogram,80069.8023334805 kilogram,04130003,701396.120409 acre,1352214.0164103673 kilogram,182984.8519821663 kilogram,28252626.69922948 kilogram,789866.3005087393 kilogram,0.0 kilogram,3704.6959353708694 kilogram,501.3283615949761 kilogram,77404.45671021775 kilogram,2164.0172616677787 kilogram,0.0 kilogram
12606200.941830095 kilogram,34537.53682693177 kilogram,04070003,3647098.14019 acre,10710224.657909695 kilogram,4543148.495090058 kilogram,6810358.349771152 kilogram,1252694.096968886 kilogram,0.0 kilogram,29343.08125454711 kilogram,12446.982178328926 kilogram,18658.51602677028 kilogram,3432.0386218325643 kilogram,0.0 kilogram
8203410.004521459 kilogram,22475.09590279852 kilogram,12090301,1405863.74655 acre,3367587.769538899 kilogram,195864.49734094588 kilogram,6055637.967068585 kilogram,1951907.5401119296 kilogram,0.0 kilogram,9226.267861750408 kilogram,536.6150612080709 kilogram,16590.788950872833 kilogram,5347.691890717615 kilogram,0.0 kilogram
161267.2072601333 kilogram,441.8279650962556 kilogram,17100309,492620.604692 acre,2932232.876822154 kilogram,16576.5912955856 kilogram,58214.25726414851 kilogram,86476.3587003992 kilogram,0.0 kilogram,8033.5147310196 kilogram,45.41531861804274 kilogram,159.49111579218768 kilogram,236.9215306860252 kilogram,0.0 kilogram
14480210.390638992 kilogram,39671.80928942189 kilogram,07040007,1459533.33557 acre,6183753.315753229 kilogram,323444.7774680847 kilogram,13456697.475442737 kilogram,700068.1377281698 kilogram,0.0 kilogram,16941.78990617323 kilogram,886.1500752550266 kilogram,36867.66431628147 kilogram,1917.9948978853968 kilogram,0.0 kilogram
3553143.4618742326 kilogram,9734.63962157324 kilogram,10260002,483752.471237 acre,891.6843876293057 kilogram,1629.2227317810816 kilogram,3527277.305655115 kilogram,24236.933487336766 kilogram,0.0 kilogram,2.4429709250117964 kilogram,4.463623922687895 kilogram,9663.773440150999 kilogram,66.40255749955278 kilogram,0.0 kilogram
6589643.131942362 kilogram,18053.816799842087 kilogram,10260009,1236854.46429 acre,57077.4075070678 kilogram,35758.02256644852 kilogram,6518151.796645411 kilogram,35733.31273050161 kilogram,0.0 kilogram,156.37645892347342 kilogram,97.96718511355759 kilogram,17857.950127795648 kilogram,97.89948693288112 kilogram,0.0 kilogram
4330386.309481999 kilogram,11864.0720807726 kilogram,10260013,742482.61932 acre,6118.890999610849 kilogram,45564.437804934394 kilogram,4262614.4132538205 kilogram,22207.458423243977 kilogram,0.0 kilogram,16.76408493044068 kilogram,124.83407617790245 kilogram,11678.395652750192 kilogram,60.842351844504044 kilogram,0.0 kilogram
6195005.701413127 kilogram,16972.61836003596 kilogram,10270102,1404754.96898 acre,1095596.0490519674 kilogram,32161.869795501723 kilogram,4832971.1242914945 kilogram,1329872.7073261295 kilogram,0.0 kilogram,3001.6330111012808 kilogram,88.11471176849787 kilogram,13241.016778880807 kilogram,3643.4868693866565 kilogram,0.0 kilogram
6866546.688726687 kilogram,18812.456681442978 kilogram,10270202,809974.662439 acre,305084.9287144198 kilogram,8123.672113992482 kilogram,6749570.750995175 kilogram,108852.26561751973 kilogram,0.0 kilogram,835.8491197655336 kilogram,22.256635928746526 kilogram,18491.974660260752 kilogram,298.22538525347875 kilogram,0.0 kilogram
6047087.833158856 kilogram,16567.363926462618 kilogram,10270205,1081168.07599 acre,872487.7566157717 kilogram,28148.864300459427 kilogram,5852657.884011098 kilogram,166281.0848472987 kilogram,0.0 kilogram,2390.3774153856757 kilogram,77.12017616564226 kilogram,16034.679134276981 kilogram,455.5646160199965 kilogram,0.0 kilogram
2635359.647321396 kilogram,7220.163417318893 kilogram,10290103,345469.594829 acre,463569.5760257207 kilogram,55650.79229086812 kilogram,1912755.231837007 kilogram,666953.6231935209 kilogram,0.0 kilogram,1270.05363294718 kilogram,152.4679240845702 kilogram,5240.425292704129 kilogram,1827.2702005301944 kilogram,0.0 kilogram
3680782.082997573 kilogram,10084.334473965953 kilogram,10290105,774354.086914 acre,2693763.10155612 kilogram,84018.83082172045 kilogram,2360387.010905233 kilogram,1236376.2412706194 kilogram,0.0 kilogram,7380.172880975671 kilogram,230.18857759375464 kilogram,6466.813728507488 kilogram,3387.3321678647108 kilogram,0.0 kilogram
2273202.5236882353 kilogram,6227.952119693796 kilogram,11010001,1641298.03033 acre,9420418.584437238 kilogram,15233.984919396584 kilogram,76198.88357932185 kilogram,2181769.655189517 kilogram,0.0 kilogram,25809.365984759555 kilogram,41.736944984648176 kilogram,208.76406460088177 kilogram,5977.451110108265 kilogram,0.0 kilogram
2258299.923477018 kilogram,6187.123078019227 kilogram,11010003,1665755.7435 acre,9576726.86521451 kilogram,11565.755357652253 kilogram,118673.0955359257 kilogram,2128061.0725834398 kilogram,0.0 kilogram,26237.607849902768 kilogram,31.687000979869186 kilogram,325.13176859157727 kilogram,5830.30430844778 kilogram,0.0 kilogram
12909476.751708653 kilogram,35368.429456736034 kilogram,11010007,1223984.99734 acre,7281755.687665944 kilogram,178485.9702782928 kilogram,12387349.797949396 kilogram,343640.9834809637 kilogram,0.0 kilogram,19950.01558264642 kilogram,489.00265829669263 kilogram,33937.94465191615 kilogram,941.4821465231881 kilogram,0.0 kilogram
2758540.2420667764 kilogram,7557.644498813086 kilogram,11030017,626519.339821 acre,207190.74802307342 kilogram,32504.931657954516 kilogram,2668227.093216238 kilogram,57808.21719258352 kilogram,0.0 kilogram,567.6458849947217 kilogram,89.05460728206717 kilogram,7310.211214291063 kilogram,158.37867723995484 kilogram,0.0 kilogram
2876677.686759785 kilogram,7881.308730848726 kilogram,11060003,833904.302455 acre,115088.39105697988 kilogram,9062.82559568168 kilogram,2816088.439673051 kilogram,51526.42149105234 kilogram,0.0 kilogram,315.31066043008184 kilogram,24.829659166251176 kilogram,7715.310793624797 kilogram,141.16827805767764 kilogram,0.0 kilogram
719818.489518201 kilogram,1972.1054507347972 kilogram,12100301,328594.606 acre,397389.6463997144 kilogram,28791.773035479462 kilogram,568380.0560764766 kilogram,122646.66040624486 kilogram,0.0 kilogram,1088.7387572594914 kilogram,78.8815699602177 kilogram,1557.2056330862372 kilogram,336.01824768834206 kilogram,0.0 kilogram
380908.72610708757 kilogram,1043.585550978322 kilogram,14010001,1861826.59515 acre,8602559.694168994 kilogram,141174.83757533896 kilogram,2794.8680880926327 kilogram,236939.020443656 kilogram,0.0 kilogram,23568.65669635341 kilogram,386.78037691873686 kilogram,7.657172844089405 kilogram,649.1480012154958 kilogram,0.0 kilogram
1709696.0917988385 kilogram,4684.098881640653 kilogram,14020005,1057062.9708 acre,4598058.595004636 kilogram,37881.38863331673 kilogram,1433843.259962843 kilogram,237971.44320267887 kilogram,0.0 kilogram,12597.420808231878 kilogram,103.78462639264858 kilogram,3928.337698528337 kilogram,651.9765567196681 kilogram,0.0 kilogram
235831.767851912 kilogram,646.1144324709918 kilogram,14030003,986368.684091 acre,5791645.0430928795 kilogram,13678.085498986127 kilogram,47348.99625393806 kilogram,174804.68609898782 kilogram,0.0 kilogram,15867.52066600789 kilogram,37.474206846537335 kilogram,129.72327740804948 kilogram,478.916948216405 kilogram,0.0 kilogram
423884.84189664334 kilogram,1161.3283339634063 kilogram,14040107,1756003.86076 acre,2146674.2495915308 kilogram,135666.98138225684 kilogram,1540.7677968668772 kilogram,286677.0927175196 kilogram,0.0 kilogram,5881.299313949399 kilogram,371.6903599513886 kilogram,4.221281635251718 kilogram,785.416692376766 kilogram,0.0 kilogram
347125.3910148249 kilogram,951.0284685337668 kilogram,14080201,1284234.51537 acre,2047918.0398097928 kilogram,42126.04802623205 kilogram,247020.305898507 kilogram,57979.03709008587 kilogram,0.0 kilogram,5610.734355643268 kilogram,115.41383020885493 kilogram,676.7679613657726 kilogram,158.84667695913936 kilogram,0.0 kilogram
3236.155457695846 kilogram,8.866179336153003 kilogram,15010015,1198693.84255 acre,1295802.86055381 kilogram,2343.072598555618 kilogram,660.8500053833557 kilogram,232.2328537568726 kilogram,0.0 kilogram,3550.1448234350955 kilogram,6.419376982344159 kilogram,1.810547959954399 kilogram,0.6362543938544455 kilogram,0.0 kilogram
